Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
02/24/2025 01:00:00,02/24/2025 07:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,-4.1301,-0.0214,-12.9558,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,-4.1301,-0.0214,-12.9558,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,-19.0791,-0.2392,-27.6869,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,-17.8641,-0.5513,-26.1599,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,-17.8641,-0.5513,-26.1599,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CLEC,MISO,21.0362,-0.0510,12.2401,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,41.4793,0.2753,32.3569,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,COWP,COWP_LA,63.9842,0.2719,54.8652,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,63.9842,0.2719,54.8652,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,63.9842,0.2719,54.8652,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CPLE,VACS,38.8966,0.2394,29.8101,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CPLW,VACS,38.8966,0.2394,29.8101,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CROSSROADS1,MPSCRSRD_EXUNCROSSROADS1_RA,42.6223,0.3087,33.4665,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CROSSROADS2,MPSCRSRD_EXUNCROSSROADS2_RA,42.6223,0.3087,33.4665,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CROSSROADS3,MPSCRSRD_EXUNCROSSROADS3_RA,42.6223,0.3087,33.4665,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CROSSROADS4,MPSCRSRD_EXUNCROSSROADS4_RA,42.6223,0.3087,33.4665,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CRTH_SPA,WRCRTH_SPA_LA,-3.2264,0.2619,-12.3354,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWARSENALHILL5,CSWSARSENALUN5_RA,32.6816,0.7163,23.1182,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWCOMANCHE1,CSWSCOMANCHEPLT1,21.2161,0.2447,12.1243,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWETTURK,CSWSTURK_PPUNCSWETTURK_RA,29.8549,0.3192,20.6886,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWFLINTCREEK1,CSWSFLINTCRKUN1_RA,28.3564,0.2287,19.2806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWJLSTALL,CSWSSTALL_PPPLT1,32.5781,0.6233,23.1077,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWKNOXLEE5,CSWSKNOXLEEUN5_RA,32.2642,0.7850,22.6322,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWLIEBERMAN3,CSWSLIEBERMUN3_RA,32.4607,0.7535,22.8601,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWLIEBERMAN4,CSWSLIEBERMUN4_RA,32.4607,0.7535,22.8601,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWMATTISON1,CSWSMATTISONUN1_RA,30.6952,0.4135,21.4346,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWMATTISON2,CSWSMATTISONUN2_RA,30.6952,0.4135,21.4346,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWMATTISON3,CSWSMATTISONUN3_RA,30.6953,0.4136,21.4346,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWMATTISON4,CSWSMATTISONUN4_RA,30.6953,0.4136,21.4346,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWMSTURK,CSWSTURK_PPUNCSWMSTURK_RA,29.8549,0.3192,20.6886,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWNARROWS1,CSWSNARROWSUN1_RA,29.9124,0.7304,20.3349,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWNORTHEASTERN1,CSWSNE_GASPLT1,37.4342,0.1098,28.4773,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWNORTHEASTERN2,CSWSNE_GASUN2_RA,37.4858,0.1614,28.4773,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWNORTHEASTERN3,CSWSNE_COALUN3_RA,22.5924,0.1698,13.5755,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWRIVERSIDE1,CSWSRIVRSIDEUN1_RA,23.4513,0.3814,14.2229,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWRIVERSIDE2,CSWSRIVRSIDEUN2_RA,23.4513,0.3814,14.2229,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWRIVERSIDE3,CSWSRIVRSIDEUN3_RA,23.4523,0.3814,14.2238,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWRIVERSIDE4,CSWSRIVRSIDEUN4_RA,23.4523,0.3814,14.2238,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.7CBY.7CBYWIND,CSWSMATOUN7COWBOY_RA,-6.5334,0.0637,-15.4442,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.AECC.DRIFTSAND,CSWSDRFTSND4UNDRIFTSAND_WIND_RA,11.5976,0.2694,2.4811,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.AECC.WILDHORSE,CSWSTUSKAHOMUNWILDHORSE_RA,29.2075,0.4959,19.8645,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.EKCW.EKCW,CSWSELK_TAPUNELKCTY_WIND_RA,1.1241,-0.0288,-7.6942,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.ELK2.ELKCITY2,CSWSROARKUNELKCTY2_FPLP_RA,1.1303,-0.0226,-7.6942,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.FPLP.RSES.MSR,CSWSTERRY_RDUNRS_ENERGY_MSR_RA,13.5252,0.2486,4.4295,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.GRID.CDL1,CDL1_DDR,25.8401,0.4991,16.4939,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.HCPP.RBPW,CSWSLEONARDUNREDBED_WIND_RA,9.7318,0.1101,0.7746,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.KCSP.KIOWACTT,CSWSGREATPLAUNKIOWACT_SOLAR_RA,23.8448,0.2975,14.7002,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.CDL1,CSWS.NUEN.CDL1_H,25.8401,0.4991,16.4939,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.CSI1,CSI1_DDR,27.2438,0.3530,18.0438,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.CSI2,CSI2_DDR,27.8718,0.3588,18.6659,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.CSI3,NCSI3_DDR,47.5727,0.2599,38.4657,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.GAZA,GAZA_DDR,25.8401,0.4991,16.4939,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.MDT1,CSWS.NUEN.MDT1_H,54.9176,0.7854,45.2851,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.NUEN.T201,NT201_DDR,24.7357,0.4074,15.4812,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.OKUDC.DIVERSION,CSWS.OKUDC.DIVERSION_H,17.2328,0.2159,8.1698,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.OKUDC.DVWIND,CSWSOKLAUNIOUNDIVERSION_RA,17.2328,0.2159,8.1698,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.OMPA.TURK,CSWSTURK_PPUNTURK_OMPA_RA,29.8549,0.3192,20.6886,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.RRSL.ROCKNRSLR,CSWSHOSSTONUNROCKINGR_SOLAR_RA,32.1125,0.9386,22.3268,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.RSPA.RUSHSPRWNDA,CSWSTERRY_RDUNRUSH_SPRINGS_A_RA,13.5252,0.2486,4.4295,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.RSPB.RUSHSPRWNDB,CSWSTERRY_RDUNRUSH_SPRINGS_B_RA,13.5252,0.2486,4.4295,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.CADO,CSWSTREASUREUNCADDO_WIND_RA,1.0410,0.1294,-7.9355,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.ELKCITY2,CSWSROARKUNELKCTY2_WIND_RA,1.1303,-0.0226,-7.6942,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.GATEWAY,CSWSGATEWAY2PLT1,32.6351,0.5845,23.2035,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.GREENCOUNTRY,CSWSJENKSUNCGCC1_RA,22.2703,0.3311,13.0921,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.GREENCOUNTRY2,CSWSJENKSUNCGCC2_RA,22.2703,0.3311,13.0921,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.GREENCOUNTRY3,CSWSJENKSUNCGCC3_RA,22.2703,0.3311,13.0921,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.KIAPB1,CSWSKIOWAPLT,14.1226,0.2895,4.9860,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.TNSK.KIAPB2,CSWSKIOWAPLT2,14.1034,0.2703,4.9860,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0004,CSWS.VOLT.0004_H,32.0237,0.7798,22.3968,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0044,CSWSSAND_SPGUNSAND_DDR_GEN_RA,23.6887,0.3495,14.4922,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0050,CSWSHARRISONUNHRSN_DDR_GEN_RA,32.1398,0.8081,22.4846,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0051,CSWS.VOLT.0051_H,32.4356,1.5710,22.0175,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0053,CSWS.VOLT.0053_H,27.7835,0.5112,18.4252,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0056,PRYORCRK_DDR,27.8718,0.3588,18.6659,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0057,OKMU_DDR,24.2565,0.4990,14.9104,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0060,LEHIGH_DDR,54.9176,0.7854,45.2851,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0086,WARRENM_DDR,23.7857,0.4125,14.5261,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0092,CSWS.VOLT.0092_H,31.5936,1.0460,21.7005,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0114,CSWS.VOLT.0114_H,31.9581,0.3316,22.7794,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0121,V121_DDR,32.0237,0.7798,22.3968,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0122,V122_DDR,31.0435,0.3254,21.8711,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0124,V124_DDR,42.6922,0.2525,33.5926,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0135,V135_DDR,24.4942,0.4174,15.2297,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0144,V144_DDR,20.5043,0.2819,11.3753,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0145,V145_DDR,19.9860,0.2308,10.9081,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0162,CSWS.VOLT.0162_H,32.0148,0.8001,22.3676,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0164,CSWS.VOLT.0164_H,29.7142,0.4819,20.3853,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0175,V175_DDR,47.5727,0.2599,38.4657,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0178,CSWS.VOLT.0178_H,29.7142,0.4819,20.3853,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0193,CSWS.VOLT.0193_H,29.8844,0.5456,20.4917,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0201,CSWS.VOLT.0201_H,24.4942,0.4174,15.2297,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0202,CSWS.VOLT.0202_H,24.8316,0.4085,15.5760,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0203,CSWS.VOLT.0203_H,24.6874,0.3860,15.4543,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0204,CSWS.VOLT.0204_H,35.8028,0.2446,26.7111,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0205,CSWS.VOLT.0205_H,23.4886,0.3631,14.2784,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0206,CSWS.VOLT.0206_H,24.8316,0.4085,15.5760,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0211,V211_DDR,32.4511,0.8828,22.7212,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0212,CSWS.VOLT.0212_H,33.7102,0.3649,24.4982,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0213,V213_DDR,24.3784,0.4147,15.1166,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0215,V215_DDR,32.2863,0.3388,23.1004,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0217,V217_DDR,33.7810,0.3588,24.5752,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0218,V218_DDR,35.6145,0.2520,26.5154,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0228,V228_DDR,23.9964,0.3253,14.8241,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0232,V232_DDR,23.9694,0.4135,14.7088,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0233,V233_DDR,24.8783,0.4164,15.6148,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0240,V240_DDR,29.1866,0.3057,20.0338,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0244,V244_DDR,24.8316,0.4085,15.5760,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0246,MDT1_DDR,54.9176,0.7854,45.2851,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0249,V249_DDR,24.3370,0.4205,15.0694,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0250,V250_DDR,20.2079,0.2623,11.0985,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0251,V251_DDR,23.8422,0.3977,14.5974,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.VOLT.0252,V252_DDR,35.8028,0.2446,26.7111,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.WRWE.EAST,CSWSTREASUREUNWHITROCKE_WIND_RA,-10.3718,0.1220,-19.3409,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.WRWW.WEST,CSWSTONKAWAUNWHITROCKW_WIND_RA,40.0912,0.1270,31.1171,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS.WTHW.WTHW,CSWSWFRDGUNUN1_WFRDG_RA,-4.5506,-0.0431,-13.3546,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSEASTMAN,CSWSEASTMANUNEASTMAN_RA,32.1207,0.7521,22.5216,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSLEEPINGBEAR,WFECSLP_BEARUNWINDFARM_RA,-13.4282,-0.6749,-21.6004,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSOUTHWESTERN1,CSWSSW_STAUN1_RA,-13.9686,0.1119,-22.9276,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSOUTHWESTERN2,CSWSSW_STAUN2_RA,19.2500,0.1119,10.2910,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSOUTHWESTERN3,CSWSSW_STAUN3_RA,-13.9686,0.1119,-22.9276,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSOUTHWESTERN4,CSWSSW_STAUN4_RA,-13.9686,0.1119,-22.9276,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSOUTHWESTERN5,CSWSSW_STAUN5_RA,-13.9686,0.1119,-22.9276,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWSWTURK,CSWSTURK_PPUNCSWSWTURK_RA,29.8549,0.3192,20.6886,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWS_ETEC_LOAD,CSWS_ETEC_LA,34.7803,0.8302,25.1030,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWTULSA2,CSWSTULSA_PSUN2_RA,23.9601,0.4042,14.7088,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWTULSA4,CSWSTULSA_PSUN4_RA,23.9601,0.4042,14.7088,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWELEETKA4,CSWSWELEETKAUN4_RA,24.8791,0.5406,15.4914,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWELEETKA5,CSWSWELEETKAUN5_RA,24.8791,0.5406,15.4914,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWELSH1,CSWSWELSHUN1_RA,30.5107,0.5849,21.0787,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWELSH3,CSWSWELSHUN3_RA,30.5107,0.5849,21.0787,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWILKES1,CSWSWILKESUN1_RA,31.3409,0.7019,21.7919,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWILKES2,CSWSWILKESUN2_RA,31.3409,0.7019,21.7919,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,CSWWILKES3,CSWSWILKESUN3_RA,31.3970,0.6703,21.8796,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DEMPSEY_RIDGE_WIND,CSWSDEMPSRDGUNDEMPSEY_WIND_RA,1.1343,-0.0186,-7.6942,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DENL,MISO,21.0362,-0.0510,12.2401,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DERS,MISO,21.0362,-0.0510,12.2401,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DOE,DOE,37.5682,0.1374,28.5837,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DOGWOOD,MPSPHILLUNDOGWOOD_RA,-19.4383,-0.2021,-28.0833,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DPC,MISO,21.0362,-0.0510,12.2401,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,DUK,VACS,38.8966,0.2394,29.8101,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDDY,EDDY,52.2218,0.5830,42.7917,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE.KINGSPOINT,EDELAR3821UNKINGSPNT_RA,-27.0500,0.1835,-36.0806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE.NEOSHORDGE,WRNEORDGUNNEOSHRDG_RA,-15.6098,-0.0449,-24.4120,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE.NORTHFORK,EDEASB3491UNNORTHFRK_RA,14.3577,0.0303,5.4803,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE.SLCC,EDESTL4391_PLT,10.4955,0.1830,1.4654,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE.VOLT.0234,EDE.VOLT.0234_H,4.7551,0.2114,-4.3034,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDEP_SWMPEPHUB,EDEP_SWMPEP_H,-2.6473,0.0047,-11.4991,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_EC_01,EDELAR3821UN1_RA,-27.0500,0.1835,-36.0806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_EC_02,EDELAR3821UN2_RA,-27.0500,0.1835,-36.0806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_EC_03,EDELAR3821UN3_RA,-27.0500,0.1835,-36.0806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_EC_04,EDELAR3821UN4_RA,-27.0500,0.1835,-36.0806,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_EDE,EDE_LA,89.3463,0.3611,80.1381,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_ERW,EDEERWFUNG1_RA,-19.5581,-0.2675,-28.1377,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_MWW,EDEMWWF_EDEUNWINDFARM_RA,-29.0311,-0.5308,-37.3473,8.8470
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_OZD_5,EDEOZRK_BUN5_RA,170.8700,0.5587,161.4642,8.8471
02/24/2025 01:00:00,02/24/2025 07:00:00,EDE_OZD_6,EDEOZRK_BUN6_RA,170.8700,0.5587,161.4642,8.8471
