Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0217,V217_DDR,27.1151,0.3198,10.7681,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0218,V218_DDR,27.4360,0.1446,11.2642,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0228,V228_DDR,24.4488,0.2851,8.1364,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0232,V232_DDR,24.5721,0.3125,8.2324,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0233,V233_DDR,25.0386,0.3145,8.6969,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0240,V240_DDR,25.7861,0.2711,9.4878,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0244,V244_DDR,25.1028,0.3003,8.7753,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0246,MDT1_DDR,30.9632,0.7412,14.1948,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0249,V249_DDR,24.7912,0.3124,8.4516,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0250,V250_DDR,4.1398,-0.1313,-11.7561,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0251,V251_DDR,24.5329,0.2666,8.2391,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.VOLT.0252,V252_DDR,27.4744,0.1314,11.3158,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.WRWE.EAST,CSWSTREASUREUNWHITROCKE_WIND_RA,-7.5329,-0.3225,-23.2376,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.WRWW.WEST,CSWSTONKAWAUNWHITROCKW_WIND_RA,22.8862,-0.4205,7.2795,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS.WTHW.WTHW,CSWSWFRDGUNUN1_WFRDG_RA,-0.4131,-0.7360,-15.7043,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSEASTMAN,CSWSEASTMANUNEASTMAN_RA,26.8904,0.4933,10.3699,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSLEEPINGBEAR,WFECSLP_BEARUNWINDFARM_RA,0.0000,-1.3583,-14.6689,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSOUTHWESTERN1,CSWSSW_STAUN1_RA,29.6900,-0.3815,14.0443,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSOUTHWESTERN2,CSWSSW_STAUN2_RA,27.4300,-0.3815,11.7843,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSOUTHWESTERN3,CSWSSW_STAUN3_RA,-3.3262,-0.3816,-18.9718,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSOUTHWESTERN4,CSWSSW_STAUN4_RA,-3.3262,-0.3816,-18.9718,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSOUTHWESTERN5,CSWSSW_STAUN5_RA,-3.3262,-0.3816,-18.9718,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWSWTURK,CSWSTURK_PPUNCSWSWTURK_RA,27.5683,0.1382,11.4028,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWS_ETEC_LOAD,CSWS_ETEC_LA,26.8290,1.3150,9.4868,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWTULSA2,CSWSTULSA_PSUN2_RA,24.5573,0.2977,8.2324,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWTULSA4,CSWSTULSA_PSUN4_RA,24.5573,0.2977,8.2324,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWELEETKA4,CSWSWELEETKAUN4_RA,25.7150,0.5480,9.1397,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWELEETKA5,CSWSWELEETKAUN5_RA,25.7150,0.5480,9.1397,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWELSH1,CSWSWELSHUN1_RA,27.5421,0.6156,10.8992,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWELSH3,CSWSWELSHUN3_RA,27.5421,0.6156,10.8992,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWILKES1,CSWSWILKESUN1_RA,27.6918,0.9125,10.7521,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWILKES2,CSWSWILKESUN2_RA,27.6918,0.9125,10.7521,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,CSWWILKES3,CSWSWILKESUN3_RA,27.4914,0.8144,10.6498,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DEMPSEY_RIDGE_WIND,CSWSDEMPSRDGUNDEMPSEY_WIND_RA,-3.4659,-0.5131,-18.9800,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DENL,MISO,10.5280,-0.0350,-5.4642,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DERS,MISO,10.5280,-0.0350,-5.4642,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DOE,DOE,16.4044,0.1704,0.2068,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DOGWOOD,MPSPHILLUNDOGWOOD_RA,9.0028,-0.3052,-6.7192,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DPC,MISO,10.5280,-0.0350,-5.4642,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,DUK,VACS,19.0880,0.3193,2.7415,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDDY,EDDY,96.5746,1.9524,78.5950,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE.KINGSPOINT,EDELAR3821UNKINGSPNT_RA,12.2381,0.2710,-4.0601,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE.NEOSHORDGE,WRNEORDGUNNEOSHRDG_RA,-11.6600,-0.2590,-27.4282,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE.NORTHFORK,EDEASB3491UNNORTHFRK_RA,22.7065,0.1439,6.5354,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE.SLCC,EDESTL4391_PLT,19.1579,0.3277,2.8030,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE.VOLT.0234,EDE.VOLT.0234_H,18.1110,0.3613,1.7225,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDEP_SWMPEPHUB,EDEP_SWMPEP_H,14.2627,0.0214,-1.7860,16.0273
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_EC_01,EDELAR3821UN1_RA,12.2381,0.2710,-4.0601,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_EC_02,EDELAR3821UN2_RA,12.2381,0.2710,-4.0601,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_EC_03,EDELAR3821UN3_RA,12.2381,0.2710,-4.0601,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_EC_04,EDELAR3821UN4_RA,12.2381,0.2710,-4.0601,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_EDE,EDE_LA,35.0815,0.5214,18.5329,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_ERW,EDEERWFUNG1_RA,-10.2125,-0.7747,-25.4650,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_MWW,EDEMWWF_EDEUNWINDFARM_RA,-2.0912,-0.9058,-17.2126,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_OZD_5,EDEOZRK_BUN5_RA,110.5700,0.7570,93.7858,16.0272
02/27/2025 01:00:00,02/27/2025 07:00:00,EDE_OZD_6,EDEOZRK_BUN6_RA,110.5700,0.7570,93.7858,16.0272
